223, 69, 120, 170
223, 69, 120, 170
224, 65, 120, 170
224, 62, 120, 170
223, 61, 120, 170
223, 61, 120, 170
223, 61, 120, 170
223, 60, 120, 170
223, 59, 120, 170
225, 58, 120, 170
225, 56, 120, 170
225, 55, 120, 170
225, 56, 120, 170
224, 57, 120, 170
223, 59, 120, 170
222, 62, 120, 170
222, 62, 120, 170
220, 66, 120, 170
218, 69, 120, 170
215, 70, 120, 170
210, 70, 120, 170
210, 70, 120, 170
204, 70, 120, 170
200, 71, 120, 170
197, 71, 120, 170
195, 71, 120, 170
194, 71, 120, 170
191, 71, 120, 170
188, 74, 120, 170
186, 79, 120, 170
186, 84, 120, 170
186, 85, 120, 170
187, 88, 120, 170
188, 89, 120, 170
190, 91, 120, 170
194, 93, 120, 170
194, 93, 120, 170
199, 95, 120, 170
202, 97, 120, 170
204, 98, 120, 170
205, 99, 120, 170
205, 99, 120, 170
206, 98, 120, 170
207, 96, 120, 170
208, 96, 120, 170
209, 96, 120, 170
210, 96, 120, 170
211, 96, 120, 170
211, 94, 120, 170
211, 94, 120, 170
211, 94, 120, 170
211, 94, 120, 170
211, 95, 120, 170
212, 97, 120, 170
213, 102, 120, 170
214, 108, 120, 170
214, 108, 120, 170
214, 112, 120, 170
215, 115, 120, 170
217, 116, 120, 170
220, 114, 120, 170
221, 114, 120, 170
223, 110, 120, 170
224, 104, 120, 170
224, 98, 120, 170
226, 94, 120, 170
226, 94, 120, 170
228, 92, 120, 170
229, 91, 120, 170
229, 90, 120, 170
229, 88, 120, 170
229, 88, 120, 170
229, 86, 120, 170
230, 84, 120, 170
231, 82, 120, 170
230, 80, 120, 170
230, 79, 120, 170
229, 77, 120, 170
228, 74, 120, 170
227, 73, 120, 170
225, 73, 120, 170
225, 72, 120, 170
223, 73, 120, 170
221, 75, 120, 170
221, 77, 120, 170
223, 79, 120, 170
223, 79, 120, 170
225, 80, 120, 170
228, 80, 120, 170
230, 80, 120, 170
232, 80, 120, 170
232, 80, 120, 170
233, 80, 120, 170
235, 81, 120, 170
239, 82, 120, 170
239, 80, 120, 170
239, 80, 120, 170
237, 76, 120, 170
231, 74, 120, 170
222, 71, 120, 170
217, 69, 120, 170
214, 69, 120, 170
213, 61, 120, 170
216, 57, 120, 170
217, 55, 120, 170
219, 53, 120, 170
219, 53, 120, 170
219, 50, 120, 170
219, 48, 120, 170
220, 48, 120, 170
220, 49, 120, 170
220, 49, 120, 170
219, 53, 120, 170
